label,text
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or ï¿½5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costï¿½1.50/pm, Max10mins"
ham,"Aight fuck it, I'll get it later"
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,We're done...
ham,You still coming tonight?
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ï¿½ï¿½_"
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over ï¿½1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,That seems unnecessarily affectionate
ham,"Sir, Waiting for your mail."
ham,Do you like shaking your booty on the dance floor?
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,And pls pls drink plenty plenty water
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,I gotta collect da car at 6 lei.
ham,I'm leaving my house now...
ham,"Cool, I'll text you when I'm on the way"
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,Have you finished work yet? :)
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,2 and half years i missed your friendship:-)
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Let me know when you've got the money so carlos can make the call
ham,Ok. C u then.
ham,Good. Good job. I like entrepreneurs
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,How much did ur hdd casing cost.
ham,Lol for real. She told my dad I have cancer
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,U repeat e instructions again. Wat's e road name of ur house?
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Dude ive been seeing a lotta corvettes lately
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDï¿½ï¿½S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,And now electricity just went out fml.
ham,Sure! I am driving but will reach my destination soon.
ham,And he's apparently bffs with carly quick now
ham,Anything lor. Juz both of us lor.
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Some of them told accenture is not confirm. Is it true.
spam,You can donate ï¿½2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ï¿½2.50 will be added to your next bill
ham,Dear reached railway. What happen to you
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,That depends. How would you like to be treated? :)
spam,"URGENT! Your Mobile No was awarded a ï¿½2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,"Playin space poker, u?"
ham,Thank you baby! I cant wait to taste the real thing...
ham,K I'll take care of it
ham,3 pa but not selected.
ham,U sick still can go shopping?
ham,How abt making some of the pics bigger?
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callsï¿½1/minMobsmore LKPOBOX177HP51FL
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,U should have made an appointment
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,I'm home...
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
spam,URGENT This is our 2nd attempt to contact U. Your ï¿½900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Ok... Let u noe when i leave my house.
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,Nope. I just forgot. Will show next week
spam,"Congratulations! Thanks to a good friend U have WON the ï¿½2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! Iï¿½ï¿½ï¿½ll bring one anyway
ham,K...k...yesterday i was in cbe .
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Talk to g and x about that
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,No need lar i go engin? Cos my sis at arts today...
ham,Hope you are not scared!
ham,If You mean the website. Yes.
ham,Which is weird because I know I had it at one point
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
spam,Filthy stories and GIRLS waiting for your
ham,I ask if u meeting da ge tmr nite...
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,they released another Italian one today and it has a cosign option
ham,"Yo my trip got postponed, you still stocked up?"
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,Just come home. I don't want u to be miserable
ham,I knew it... U slept v late yest? Wake up so late...
ham,It is only yesterday true true.
ham,Well she's in for a big surprise!
ham,I've reached already.
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,May i call You later Pls
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
spam,"URGENT!! Your 4* Costa Del Sol Holiday or ï¿½5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costï¿½1.50/pm, Max10mins"
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,"Babe, I need your advice"
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,(That said can you text him one more time?)
ham,Ok lor... But buy wat?
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Where at were hungry too
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Every monday..nxt week vl be completing..
ham,Is xy in ur car when u picking me up?
ham,Yeah sure I'll leave in a min
ham,Wat happened to the cruise thing
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,How are you. Wish you a great semester
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,We confirm eating at esplanade?
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,No management puzzeles.
ham,Nan sonathaya soladha. Why boss?
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
